"wu_name","node_name","start_blast","end_blast","start_blast_epoch","end_blast_epoch","ID","sent","received","diff_sent","diff_rec","diff_blast","diff_all","diff_server_client"
"blast500k_test_pub_fileFULL_gr_1857","IS24T-06XX263-DT","Tue 11/17/2015-22:28:11.44","Tue 11/17/2015-22:48:28.84",1447774091,1447775308,20144,1447774067,1447775324,24,16,1217,1257,40
"blast500k_test_pub_fileFULL_gr_1858","IS24T-06XX288-DT","Tue 11/17/2015-22:35:30.84","Tue 11/17/2015-23:06:35.82",1447774530,1447776395,20145,1447774461,1447776409,69,14,1865,1948,83
"blast500k_test_pub_fileFULL_gr_1859","IS24T-06XX288-DT","Tue 11/17/2015-22:36:47.78","Tue 11/17/2015-23:07:39.95",1447774607,1447776459,20146,1447774562,1447776463,45,4,1852,1901,49
"blast500k_test_pub_fileFULL_gr_186","IS24T-06XX277-DT","Tue 11/17/2015-17:58:21.12","Tue 11/17/2015-18:12:08.20",1447757901,1447758728,18473,1447757887,1447758746,14,18,827,859,32
"blast500k_test_pub_fileFULL_gr_1860","IS24T-06XX281-DT","Tue 11/17/2015-22:33:56.45","Tue 11/17/2015-22:43:29.46",1447774436,1447775009,20147,1447774428,1447775037,8,28,573,609,36
"blast500k_test_pub_fileFULL_gr_1861","IS24T-06XX267-DT","Tue 11/17/2015-22:33:32.63","Tue 11/17/2015-22:53:41.24",1447774412,1447775621,20148,1447774388,1447775635,24,14,1209,1247,38
"blast500k_test_pub_fileFULL_gr_1862","IS24T-06XX279-DT","Tue 11/17/2015-22:56:30.57","Tue 11/17/2015-23:14:04.28",1447775790,1447776844,20149,1447775795,1447776890,-5,46,1054,1095,41
"blast500k_test_pub_fileFULL_gr_1863","IS24T-06XX283-DT","Tue 11/17/2015-22:43:16.02","Tue 11/17/2015-22:55:50.90",1447774996,1447775750,20150,1447774996,1447775780,0,30,754,784,30
"blast500k_test_pub_fileFULL_gr_1864","IS24T-06XX282-DT","Tue 11/17/2015-22:29:36.83","Tue 11/17/2015-22:48:35.90",1447774176,1447775315,20151,1447774161,1447775342,15,27,1139,1181,42
"blast500k_test_pub_fileFULL_gr_1865","IS24T-06XX287-DT","Tue 11/17/2015-22:34:10.10","Tue 11/17/2015-22:46:15.48",1447774450,1447775175,20152,1447774444,1447775205,6,30,725,761,36
"blast500k_test_pub_fileFULL_gr_1866","IS24T-06XX275-DT","Tue 11/17/2015-22:52:59.73","Tue 11/17/2015-23:03:47.00",1447775579,1447776227,20153,1447775567,1447776257,12,30,648,690,42
"blast500k_test_pub_fileFULL_gr_1867","IS24T-06XX285-DT","Tue 11/17/2015-22:37:11.19","Tue 11/17/2015-22:51:14.23",1447774631,1447775474,20154,1447774613,1447775497,18,23,843,884,41
"blast500k_test_pub_fileFULL_gr_1868","IS24T-06XX264-DT","Tue 11/17/2015-22:45:32.41","Tue 11/17/2015-23:09:21.22",1447775132,1447776561,20155,1447775106,1447776577,26,16,1429,1471,42
"blast500k_test_pub_fileFULL_gr_1869","IS24T-06XX269-DT","Tue 11/17/2015-22:51:39.03","Tue 11/17/2015-23:14:24.58",1447775499,1447776864,20156,1447775486,1447776895,13,31,1365,1409,44
"blast500k_test_pub_fileFULL_gr_187","IS24T-06XX294-DT","Tue 11/17/2015-17:49:23.31","Tue 11/17/2015-18:03:46.80",1447757363,1447758226,18474,1447757362,1447758252,1,26,863,890,27
"blast500k_test_pub_fileFULL_gr_1870","IS24T-06XX253-DT","Tue 11/17/2015-22:33:03.27","Tue 11/17/2015-22:54:33.43",1447774383,1447775673,20157,1447774358,1447775689,25,16,1290,1331,41
"blast500k_test_pub_fileFULL_gr_1871","IS24T-06XX287-DT","Tue 11/17/2015-22:34:39.15","Tue 11/17/2015-22:42:31.56",1447774479,1447774951,20158,1447774484,1447774985,-5,34,472,501,29
"blast500k_test_pub_fileFULL_gr_1872","IS24T-06XX299-DT","Tue 11/17/2015-22:29:51.17","Tue 11/17/2015-22:55:37.44",1447774191,1447775737,20159,1447774204,1447775792,-13,55,1546,1588,42
"blast500k_test_pub_fileFULL_gr_1873","IS24T-06XX289-DT","Tue 11/17/2015-22:43:26.83","Tue 11/17/2015-23:10:36.22",1447775006,1447776636,20160,1447775002,1447776665,4,29,1630,1663,33
"blast500k_test_pub_fileFULL_gr_1874","IS24T-06XX261-DT","Tue 11/17/2015-22:33:27.37","Tue 11/17/2015-22:47:40.64",1447774407,1447775260,20161,1447774382,1447775277,25,17,853,895,42
"blast500k_test_pub_fileFULL_gr_1875","IS24T-06XX275-DT","Tue 11/17/2015-22:43:02.58","Tue 11/17/2015-22:57:32.39",1447774982,1447775852,20162,1447774981,1447775880,1,28,870,899,29
"blast500k_test_pub_fileFULL_gr_1876","IS24T-06XX297-DT","Tue 11/17/2015-22:43:14.00","Tue 11/17/2015-23:01:16.11",1447774994,1447776076,20163,1447774979,1447776110,15,34,1082,1131,49
"blast500k_test_pub_fileFULL_gr_1877","IS24T-06XX265-DT","Tue 11/17/2015-22:46:34.05","Tue 11/17/2015-23:04:18.89",1447775194,1447776258,20164,1447775171,1447776277,23,19,1064,1106,42
"blast500k_test_pub_fileFULL_gr_1878","IS24T-06XX285-DT","Tue 11/17/2015-22:51:40.58","Tue 11/17/2015-23:10:35.93",1447775500,1447776635,20165,1447775486,1447776661,14,26,1135,1175,40
"blast500k_test_pub_fileFULL_gr_1879","IS24T-06XX300-DT","Tue 11/17/2015-22:35:02.86","Tue 11/17/2015-22:49:32.90",1447774502,1447775372,20166,1447774487,1447775399,15,27,870,912,42
"blast500k_test_pub_fileFULL_gr_188","IS24T-06XX278-DT","Tue 11/17/2015-18:17:56.35","Tue 11/17/2015-18:44:16.08",1447759076,1447760656,18475,1447759062,1447760690,14,34,1580,1628,48
"blast500k_test_pub_fileFULL_gr_1880","IS24T-06XX263-DT","Tue 11/17/2015-22:49:38.48","Tue 11/17/2015-23:01:44.34",1447775378,1447776104,20167,1447775364,1447776123,14,19,726,759,33
"blast500k_test_pub_fileFULL_gr_1881","IS24T-06XX296-DT","Tue 11/17/2015-22:39:51.28","Tue 11/17/2015-22:54:01.54",1447774791,1447775641,20168,1447774776,1447775666,15,25,850,890,40
"blast500k_test_pub_fileFULL_gr_1882","IS24T-06XX267-DT","Tue 11/17/2015-22:43:34.85","Tue 11/17/2015-22:54:57.48",1447775014,1447775697,20169,1447774996,1447775717,18,20,683,721,38
"blast500k_test_pub_fileFULL_gr_1883","IS24T-06XX254-DT","Tue 11/17/2015-22:35:20.08","Tue 11/17/2015-23:05:56.21",1447774520,1447776356,20170,1447774491,1447776374,29,18,1836,1883,47
"blast500k_test_pub_fileFULL_gr_1884","IS24T-06XX262-DT","Tue 11/17/2015-22:33:16.41","Tue 11/17/2015-22:56:14.19",1447774396,1447775774,20171,1447774369,1447775799,27,25,1378,1430,52
"blast500k_test_pub_fileFULL_gr_1885","IS24T-06XX282-DT","Tue 11/17/2015-22:49:03.33","Tue 11/17/2015-23:02:42.92",1447775343,1447776162,20172,1447775331,1447776191,12,29,819,860,41
"blast500k_test_pub_fileFULL_gr_1886","IS24T-06XX288-DT","Tue 11/17/2015-22:35:31.55","Tue 11/17/2015-23:00:44.79",1447774531,1447776044,20173,1447774473,1447776059,58,15,1513,1586,73
"blast500k_test_pub_fileFULL_gr_1887","IS24T-06XX272-DT","Tue 11/17/2015-22:35:40.85","Tue 11/17/2015-22:53:08.57",1447774540,1447775588,20174,1447774502,1447775606,38,18,1048,1104,56
"blast500k_test_pub_fileFULL_gr_1888","IS24T-06XX291-DT","Tue 11/17/2015-22:46:34.59","Tue 11/17/2015-23:04:33.46",1447775194,1447776273,20175,1447775182,1447776303,12,30,1079,1121,42
"blast500k_test_pub_fileFULL_gr_1889","IS24T-06XX253-DT","Tue 11/17/2015-22:54:57.29","Tue 11/17/2015-23:08:40.80",1447775697,1447776520,20176,1447775677,1447776536,20,16,823,859,36
"blast500k_test_pub_fileFULL_gr_189","IS24T-06XX296-DT","Tue 11/17/2015-17:58:15.47","Tue 11/17/2015-18:08:24.57",1447757895,1447758504,18476,1447757882,1447758530,13,26,609,648,39
"blast500k_test_pub_fileFULL_gr_1890","IS24T-06XX292-DT","Tue 11/17/2015-22:51:55.41","Tue 11/17/2015-23:10:28.82",1447775515,1447776628,20177,1447775570,1447776712,-55,84,1113,1142,29
"blast500k_test_pub_fileFULL_gr_1891","IS24T-06XX272-DT","Tue 11/17/2015-22:51:02.16","Tue 11/17/2015-23:03:59.33",1447775462,1447776239,20178,1447775439,1447776258,23,19,777,819,42
"blast500k_test_pub_fileFULL_gr_1892","IS24T-06XX271-DT","Tue 11/17/2015-22:38:41.25","Tue 11/17/2015-22:52:06.05",1447774721,1447775526,20179,1447774698,1447775542,23,16,805,844,39
"blast500k_test_pub_fileFULL_gr_1893","IS24T-06XX292-DT","Tue 11/17/2015-22:45:06.83","Tue 11/17/2015-23:01:58.89",1447775106,1447776118,20180,1447775150,1447776206,-44,88,1012,1056,44
"blast500k_test_pub_fileFULL_gr_1894","IS24T-06XX264-DT","Tue 11/17/2015-22:58:39.31","Tue 11/17/2015-23:19:28.98",1447775919,1447777168,20181,1447775890,1447777182,29,14,1249,1292,43
"blast500k_test_pub_fileFULL_gr_1895","IS24T-06XX279-DT","Tue 11/17/2015-22:36:17.34","Tue 11/17/2015-22:56:01.76",1447774577,1447775761,20182,1447774580,1447775806,-3,45,1184,1226,42
"blast500k_test_pub_fileFULL_gr_1896","IS24T-06XX209-DT","Tue 11/17/2015-23:06:12.05","Tue 11/17/2015-23:32:59.93",1447776372,1447777979,20183,1447776368,1447778044,4,65,1607,1676,69
"blast500k_test_pub_fileFULL_gr_1897","IS24T-06XX268-DT","Tue 11/17/2015-22:50:02.25","Tue 11/17/2015-23:06:42.93",1447775402,1447776402,20184,1447775384,1447776420,18,18,1000,1036,36
"blast500k_test_pub_fileFULL_gr_1898","IS24T-06XX284-DT","Tue 11/17/2015-22:57:54.73","Tue 11/17/2015-23:14:21.04",1447775874,1447776861,20185,1447775861,1447776923,13,62,987,1062,75
"blast500k_test_pub_fileFULL_gr_1899","IS24T-06XX285-DT","Tue 11/17/2015-22:54:30.42","Tue 11/17/2015-23:12:17.49",1447775670,1447776737,20186,1447775656,1447776762,14,25,1067,1106,39
"blast500k_test_pub_fileFULL_gr_19","IS24T-06XX260-DT","Tue 11/17/2015-18:00:40.86","Tue 11/17/2015-18:19:38.32",1447758040,1447759178,18306,1447758028,1447759191,12,13,1138,1163,25
"blast500k_test_pub_fileFULL_gr_190","IS24T-06XX209-DT","Tue 11/17/2015-17:57:21.34","Tue 11/17/2015-18:19:13.11",1447757841,1447759153,18477,1447757864,1447759222,-23,69,1312,1358,46
"blast500k_test_pub_fileFULL_gr_1900","IS24T-06XX284-DT","Tue 11/17/2015-22:42:21.36","Tue 11/17/2015-23:01:57.01",1447774941,1447776117,20187,1447774955,1447776180,-14,63,1176,1225,49
"blast500k_test_pub_fileFULL_gr_1901","IS24T-06XX256-DT","Tue 11/17/2015-22:35:58.54","Tue 11/17/2015-22:49:41.45",1447774558,1447775381,20188,1447774534,1447775399,24,18,823,865,42
"blast500k_test_pub_fileFULL_gr_1902","IS24T-06XX252-DT","Tue 11/17/2015-22:35:57.98","Tue 11/17/2015-22:46:07.45",1447774557,1447775167,20189,1447774533,1447775175,24,8,610,642,32
"blast500k_test_pub_fileFULL_gr_1903","IS24T-06XX293-DT","Tue 11/17/2015-22:42:17.65","Tue 11/17/2015-22:55:32.68",1447774937,1447775732,20190,1447774928,1447775769,9,37,795,841,46
"blast500k_test_pub_fileFULL_gr_1904","IS24T-06XX255-DT","Tue 11/17/2015-22:39:14.83","Tue 11/17/2015-22:57:11.63",1447774754,1447775831,20191,1447774730,1447775846,24,15,1077,1116,39
"blast500k_test_pub_fileFULL_gr_1905","IS24T-06XX295-DT","Tue 11/17/2015-22:36:39.73","Tue 11/17/2015-22:51:33.76",1447774599,1447775493,20192,1447774620,1447775553,-21,60,894,933,39
"blast500k_test_pub_fileFULL_gr_1906","IS24T-06XX289-DT","Tue 11/17/2015-23:47:10.60","Wed 11/18/2015- 0:13:14.27",1447778830,1447780394,20193,1447778810,1447780423,20,29,1564,1613,49
"blast500k_test_pub_fileFULL_gr_1907","IS24T-06XX274-DT","Tue 11/17/2015-22:39:14.34","Tue 11/17/2015-22:53:43.97",1447774754,1447775623,20194,1447774709,1447775637,45,14,869,928,59
"blast500k_test_pub_fileFULL_gr_1908","IS24T-06XX294-DT","Tue 11/17/2015-23:25:35.71","Tue 11/17/2015-23:44:04.65",1447777535,1447778644,20195,1447777522,1447778670,13,26,1109,1148,39
"blast500k_test_pub_fileFULL_gr_1909","IS24T-06XX286-DT","Tue 11/17/2015-22:37:48.85","Tue 11/17/2015-22:47:42.94",1447774668,1447775262,20196,1447774659,1447775293,9,31,594,634,40
"blast500k_test_pub_fileFULL_gr_191","IS24T-06XX282-DT","Tue 11/17/2015-17:57:40.45","Tue 11/17/2015-18:11:43.55",1447757860,1447758703,18478,1447757855,1447758731,5,28,843,876,33
"blast500k_test_pub_fileFULL_gr_1910","IS24T-06XX295-DT","Tue 11/17/2015-22:52:02.41","Tue 11/17/2015-23:08:28.60",1447775522,1447776508,20197,1447775553,1447776566,-31,58,986,1013,27
"blast500k_test_pub_fileFULL_gr_1911","IS24T-06XX273-DT","Tue 11/17/2015-22:55:48.57","Tue 11/17/2015-23:10:02.28",1447775748,1447776602,20198,1447775727,1447776618,21,16,854,891,37
"blast500k_test_pub_fileFULL_gr_1912","IS24T-06XX278-DT","Tue 11/17/2015-22:43:26.26","Tue 11/17/2015-23:03:06.12",1447775006,1447776186,20199,1447775011,1447776218,-5,32,1180,1207,27
"blast500k_test_pub_fileFULL_gr_1913","IS24T-06XX287-DT","Tue 11/17/2015-23:17:01.90","Tue 11/17/2015-23:32:53.85",1447777021,1447777973,20200,1447777018,1447778006,3,33,952,988,36
"blast500k_test_pub_fileFULL_gr_1914","IS24T-06XX259-DT","Tue 11/17/2015-22:40:27.80","Tue 11/17/2015-22:56:46.96",1447774827,1447775806,20201,1447774804,1447775825,23,19,979,1021,42
"blast500k_test_pub_fileFULL_gr_1915","IS24T-06XX258-DT","Tue 11/17/2015-23:16:30.56","Tue 11/17/2015-23:30:40.86",1447776990,1447777840,20202,1447776965,1447777855,25,15,850,890,40
"blast500k_test_pub_fileFULL_gr_1916","IS24T-06XX288-DT","Tue 11/17/2015-23:08:18.42","Tue 11/17/2015-23:32:32.49",1447776498,1447777952,20203,1447776463,1447777963,35,11,1454,1500,46
"blast500k_test_pub_fileFULL_gr_1917","IS24T-06XX271-DT","Tue 11/17/2015-22:39:56.20","Tue 11/17/2015-22:58:21.73",1447774796,1447775901,20204,1447774784,1447775919,12,18,1105,1135,30
"blast500k_test_pub_fileFULL_gr_1918","IS24T-06XX253-DT","Tue 11/17/2015-22:39:04.70","Tue 11/17/2015-22:53:06.49",1447774744,1447775586,20205,1447774720,1447775603,24,17,842,883,41
"blast500k_test_pub_fileFULL_gr_1919","IS24T-06XX289-DT","Tue 11/17/2015-23:01:11.81","Tue 11/17/2015-23:16:23.31",1447776071,1447776983,20206,1447776062,1447777017,9,34,912,955,43
"blast500k_test_pub_fileFULL_gr_192","IS24T-06XX209-DT","Tue 11/17/2015-18:06:16.91","Tue 11/17/2015-18:27:10.75",1447758376,1447759630,18479,1447758403,1447759697,-27,67,1254,1294,40
"blast500k_test_pub_fileFULL_gr_1920","IS24T-06XX273-DT","Tue 11/17/2015-22:41:16.11","Tue 11/17/2015-22:55:24.28",1447774876,1447775724,20207,1447774864,1447775739,12,15,848,875,27
"blast500k_test_pub_fileFULL_gr_1921","IS24T-06XX287-DT","Tue 11/17/2015-22:42:51.95","Tue 11/17/2015-22:59:09.91",1447774971,1447775949,20208,1447774973,1447775983,-2,34,978,1010,32
"blast500k_test_pub_fileFULL_gr_1922","IS24T-06XX260-DT","Tue 11/17/2015-22:40:36.81","Tue 11/17/2015-22:57:46.40",1447774836,1447775866,20209,1447774825,1447775882,11,16,1030,1057,27
"blast500k_test_pub_fileFULL_gr_1923","IS24T-06XX259-DT","Tue 11/17/2015-22:45:05.71","Tue 11/17/2015-23:08:47.62",1447775105,1447776527,20210,1447775085,1447776542,20,15,1422,1457,35
"blast500k_test_pub_fileFULL_gr_1924","IS24T-06XX281-DT","Tue 11/17/2015-23:49:33.77","Wed 11/18/2015- 0:06:44.06",1447778973,1447780004,20211,1447778953,1447780031,20,27,1031,1078,47
"blast500k_test_pub_fileFULL_gr_1925","IS24T-06XX262-DT","Tue 11/17/2015-23:14:10.03","Tue 11/17/2015-23:44:04.27",1447776850,1447778644,20212,1447776826,1447778669,24,25,1794,1843,49
"blast500k_test_pub_fileFULL_gr_1926","IS24T-06XX271-DT","Tue 11/17/2015-22:58:49.73","Tue 11/17/2015-23:13:10.87",1447775929,1447776790,20213,1447775907,1447776808,22,18,861,901,40
"blast500k_test_pub_fileFULL_gr_1927","IS24T-06XX261-DT","Tue 11/17/2015-22:48:08.90","Tue 11/17/2015-23:03:39.96",1447775288,1447776219,20214,1447775265,1447776235,23,16,931,970,39
"blast500k_test_pub_fileFULL_gr_1928","IS24T-06XX297-DT","Tue 11/17/2015-22:41:32.62","Tue 11/17/2015-22:58:12.56",1447774892,1447775892,20215,1447774878,1447775927,14,35,1000,1049,49
"blast500k_test_pub_fileFULL_gr_1929","IS24T-06XX266-DT","Tue 11/17/2015-23:08:02.08","Tue 11/17/2015-23:22:26.04",1447776482,1447777346,20216,1447776459,1447777364,23,18,864,905,41
"blast500k_test_pub_fileFULL_gr_193","IS24T-06XX257-DT","Tue 11/17/2015-17:55:56.80","Tue 11/17/2015-18:19:10.98",1447757756,1447759150,18480,1447757731,1447759167,25,17,1394,1436,42
"blast500k_test_pub_fileFULL_gr_1930","IS24T-06XX288-DT","Tue 11/17/2015-22:47:50.48","Tue 11/17/2015-23:04:16.44",1447775270,1447776256,20217,1447775236,1447776267,34,11,986,1031,45
"blast500k_test_pub_fileFULL_gr_1931","IS24T-06XX283-DT","Tue 11/17/2015-22:56:41.38","Tue 11/17/2015-23:16:45.06",1447775801,1447777005,20218,1447775798,1447777035,3,30,1204,1237,33
"blast500k_test_pub_fileFULL_gr_1932","IS24T-06XX282-DT","Tue 11/17/2015-23:03:02.57","Tue 11/17/2015-23:13:34.29",1447776182,1447776814,20219,1447776179,1447776839,3,25,632,660,28
"blast500k_test_pub_fileFULL_gr_1933","IS24T-06XX281-DT","Tue 11/17/2015-22:48:12.17","Tue 11/17/2015-23:02:08.09",1447775292,1447776128,20220,1447775278,1447776154,14,26,836,876,40
"blast500k_test_pub_fileFULL_gr_1934","IS24T-06XX262-DT","Wed 11/18/2015- 0:35:59.99","Wed 11/18/2015- 0:56:49.67",1447781759,1447783009,20221,1447781732,1447783034,27,25,1250,1302,52
"blast500k_test_pub_fileFULL_gr_1935","IS24T-06XX264-DT","Tue 11/17/2015-22:40:44.34","Tue 11/17/2015-23:01:33.79",1447774844,1447776093,20222,1447774817,1447776108,27,15,1249,1291,42
"blast500k_test_pub_fileFULL_gr_1936","IS24T-06XX259-DT","Tue 11/17/2015-23:09:14.63","Tue 11/17/2015-23:31:13.24",1447776554,1447777873,20223,1447776531,1447777888,23,15,1319,1357,38
"blast500k_test_pub_fileFULL_gr_1937","IS24T-06XX300-DT","Tue 11/17/2015-23:32:13.59","Tue 11/17/2015-23:51:53.48",1447777933,1447779113,20224,1447777929,1447779137,4,24,1180,1208,28
"blast500k_test_pub_fileFULL_gr_1938","IS24T-06XX299-DT","Tue 11/17/2015-22:56:59.14","Tue 11/17/2015-23:15:03.84",1447775819,1447776903,20225,1447775846,1447776949,-27,46,1084,1103,19
"blast500k_test_pub_fileFULL_gr_1939","IS24T-06XX263-DT","Tue 11/17/2015-23:02:17.00","Tue 11/17/2015-23:18:15.71",1447776137,1447777095,20226,1447776111,1447777110,26,15,958,999,41
"blast500k_test_pub_fileFULL_gr_194","IS24T-06XX300-DT","Tue 11/17/2015-17:48:56.74","Tue 11/17/2015-18:00:39.60",1447757336,1447758039,18481,1447757300,1447758061,36,22,703,761,58
"blast500k_test_pub_fileFULL_gr_1940","IS24T-06XX296-DT","Tue 11/17/2015-23:00:40.60","Tue 11/17/2015-23:14:41.17",1447776040,1447776881,20227,1447776027,1447776908,13,27,841,881,40
"blast500k_test_pub_fileFULL_gr_1941","IS24T-06XX282-DT","Tue 11/17/2015-23:18:07.71","Tue 11/17/2015-23:29:15.00",1447777087,1447777755,20228,1447777073,1447777782,14,27,668,709,41
"blast500k_test_pub_fileFULL_gr_1942","IS24T-06XX294-DT","Tue 11/17/2015-22:40:39.31","Tue 11/17/2015-23:02:32.44",1447774839,1447776152,20229,1447774826,1447776177,13,25,1313,1351,38
"blast500k_test_pub_fileFULL_gr_1943","IS24T-06XX291-DT","Tue 11/17/2015-22:42:04.77","Tue 11/17/2015-22:55:34.24",1447774924,1447775734,20230,1447774911,1447775761,13,27,810,850,40
"blast500k_test_pub_fileFULL_gr_1944","IS24T-06XX264-DT","Tue 11/17/2015-22:53:38.74","Tue 11/17/2015-23:23:58.29",1447775618,1447777438,20231,1447775593,1447777455,25,17,1820,1862,42
"blast500k_test_pub_fileFULL_gr_1945","IS24T-06XX268-DT","Tue 11/17/2015-22:46:32.96","Tue 11/17/2015-22:57:42.88",1447775192,1447775862,20232,1447775168,1447775878,24,16,670,710,40
"blast500k_test_pub_fileFULL_gr_1946","IS24T-06XX209-DT","Tue 11/17/2015-22:43:17.87","Tue 11/17/2015-22:57:58.34",1447774997,1447775878,20233,1447775001,1447775949,-4,71,881,948,67
"blast500k_test_pub_fileFULL_gr_1947","IS24T-06XX284-DT","Tue 11/17/2015-23:00:43.42","Tue 11/17/2015-23:26:31.97",1447776043,1447777591,20234,1447776055,1447777653,-12,62,1548,1598,50
"blast500k_test_pub_fileFULL_gr_1948","IS24T-06XX291-DT","Tue 11/17/2015-22:56:03.43","Tue 11/17/2015-23:07:23.46",1447775763,1447776443,20235,1447775749,1447776468,14,25,680,719,39
"blast500k_test_pub_fileFULL_gr_1949","IS24T-06XX281-DT","Tue 11/17/2015-22:43:59.85","Tue 11/17/2015-22:57:52.80",1447775039,1447775872,20236,1447775026,1447775903,13,31,833,877,44
"blast500k_test_pub_fileFULL_gr_195","IS24T-06XX261-DT","Tue 11/17/2015-17:55:43.83","Tue 11/17/2015-18:11:43.89",1447757743,1447758703,18482,1447757725,1447758719,18,16,960,994,34
"blast500k_test_pub_fileFULL_gr_1950","IS24T-06XX276-DT","Tue 11/17/2015-22:44:44.30","Tue 11/17/2015-23:00:04.12",1447775084,1447776004,20237,1447775065,1447776020,19,16,920,955,35
"blast500k_test_pub_fileFULL_gr_1951","IS24T-06XX300-DT","Tue 11/17/2015-22:47:31.82","Tue 11/17/2015-23:00:29.70",1447775251,1447776029,20238,1447775235,1447776053,16,24,778,818,40
"blast500k_test_pub_fileFULL_gr_1952","IS24T-06XX292-DT","Tue 11/17/2015-23:02:33.25","Tue 11/17/2015-23:20:01.70",1447776153,1447777201,20239,1447776193,1447777284,-40,83,1048,1091,43
"blast500k_test_pub_fileFULL_gr_1953","IS24T-06XX257-DT","Tue 11/17/2015-22:50:52.73","Tue 11/17/2015-23:03:25.94",1447775452,1447776205,20240,1447775428,1447776222,24,17,753,794,41
"blast500k_test_pub_fileFULL_gr_1954","IS24T-06XX299-DT","Tue 11/17/2015-22:56:06.85","Tue 11/17/2015-23:08:09.74",1447775766,1447776489,20241,1447775780,1447776542,-14,53,723,762,39
"blast500k_test_pub_fileFULL_gr_1955","IS24T-06XX255-DT","Tue 11/17/2015-23:13:26.32","Tue 11/17/2015-23:26:54.14",1447776806,1447777614,20242,1447776778,1447777630,28,16,808,852,44
"blast500k_test_pub_fileFULL_gr_1956","IS24T-06XX274-DT","Tue 11/17/2015-22:54:14.17","Tue 11/17/2015-23:14:28.99",1447775654,1447776868,20243,1447775625,1447776886,29,18,1214,1261,47
"blast500k_test_pub_fileFULL_gr_1957","IS24T-06XX266-DT","Tue 11/17/2015-23:02:44.54","Tue 11/17/2015-23:15:30.77",1447776164,1447776930,20244,1447776152,1447776947,12,17,766,795,29
"blast500k_test_pub_fileFULL_gr_1958","IS24T-06XX286-DT","Tue 11/17/2015-22:48:11.52","Tue 11/17/2015-23:05:29.06",1447775291,1447776329,20245,1447775281,1447776358,10,29,1038,1077,39
"blast500k_test_pub_fileFULL_gr_1959","IS24T-06XX253-DT","Tue 11/17/2015-22:53:38.08","Tue 11/17/2015-23:10:21.18",1447775618,1447776621,20246,1447775592,1447776638,26,17,1003,1046,43
"blast500k_test_pub_fileFULL_gr_196","IS24T-06XX254-DT","Tue 11/17/2015-18:11:40.24","Tue 11/17/2015-18:37:51.52",1447758700,1447760271,18483,1447758671,1447760287,29,16,1571,1616,45
"blast500k_test_pub_fileFULL_gr_1960","IS24T-06XX257-DT","Tue 11/17/2015-23:03:55.27","Tue 11/17/2015-23:19:19.57",1447776235,1447777159,20247,1447776210,1447777176,25,17,924,966,42
"blast500k_test_pub_fileFULL_gr_1961","IS24T-06XX278-DT","Tue 11/17/2015-22:54:55.68","Tue 11/17/2015-23:06:39.53",1447775695,1447776399,20248,1447775683,1447776434,12,35,704,751,47
"blast500k_test_pub_fileFULL_gr_1962","IS24T-06XX259-DT","Tue 11/17/2015-23:16:01.82","Tue 11/17/2015-23:33:10.96",1447776961,1447777990,20249,1447776938,1447778009,23,19,1029,1071,42
"blast500k_test_pub_fileFULL_gr_1963","IS24T-06XX286-DT","Tue 11/17/2015-22:54:47.07","Tue 11/17/2015-23:08:47.69",1447775687,1447776527,20250,1447775679,1447776559,8,32,840,880,40
"blast500k_test_pub_fileFULL_gr_1964","IS24T-06XX209-DT","Tue 11/17/2015-22:44:00.53","Tue 11/17/2015-23:05:13.19",1447775040,1447776313,20251,1447775054,1447776380,-14,67,1273,1326,53
"blast500k_test_pub_fileFULL_gr_1965","IS24T-06XX294-DT","Tue 11/17/2015-22:44:30.95","Tue 11/17/2015-23:02:34.70",1447775070,1447776154,20252,1447775064,1447776177,6,23,1084,1113,29
"blast500k_test_pub_fileFULL_gr_1966","IS24T-06XX265-DT","Tue 11/17/2015-22:53:35.68","Tue 11/17/2015-23:02:30.49",1447775615,1447776150,20253,1447775597,1447776166,18,16,535,569,34
"blast500k_test_pub_fileFULL_gr_1967","IS24T-06XX268-DT","Tue 11/17/2015-22:58:09.92","Tue 11/17/2015-23:12:38.15",1447775889,1447776758,20254,1447775867,1447776777,22,19,869,910,41
"blast500k_test_pub_fileFULL_gr_1968","IS24T-06XX257-DT","Tue 11/17/2015-23:07:26.22","Tue 11/17/2015-23:22:34.28",1447776446,1447777354,20255,1447776422,1447777372,24,18,908,950,42
"blast500k_test_pub_fileFULL_gr_1969","IS24T-06XX291-DT","Tue 11/17/2015-23:05:05.21","Tue 11/17/2015-23:19:30.31",1447776305,1447777170,20256,1447776291,1447777195,14,25,865,904,39
"blast500k_test_pub_fileFULL_gr_197","IS24T-06XX300-DT","Tue 11/17/2015-18:01:08.12","Tue 11/17/2015-18:25:30.89",1447758068,1447759530,18484,1447758049,1447759556,19,26,1462,1507,45
"blast500k_test_pub_fileFULL_gr_1970","IS24T-06XX264-DT","Tue 11/17/2015-23:02:04.29","Tue 11/17/2015-23:21:15.03",1447776124,1447777275,20257,1447776097,1447777288,27,13,1151,1191,40
"blast500k_test_pub_fileFULL_gr_1971","IS24T-06XX277-DT","Tue 11/17/2015-22:53:17.33","Tue 11/17/2015-23:07:34.92",1447775597,1447776454,20258,1447775585,1447776473,12,19,857,888,31
